ORG_NAME,Part of OrgUnit,Standard Geographical Classification,ORG_UNIT,YEAR,Population,SOURCE,Data Source ID,ENERGY_TYPE,SUB_SECTOR,CONNECTION_TOTAL,CONSUMPTION_TOTAL,kWh,GJ,Emissions (tonnes CO2e),Emissions (tonnes CO2e) per capita,Unnamed: 13,sort_key,ORG_Block
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,Fortis Gas,4020,NG,CSMI,1380,1830573,508492544,1830573,90978,1.251,2015NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,Fortis Gas,3020,NG,Res,8547,721289,200358009,721289,35573,0.496,2014NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,Fortis Gas,3020,NG,CSMI,1397,1938048,538346538,1938048,95583,1.333,2014NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2013,69476,Fortis Gas,2520,NG,Res,8420,753399,209277523,753399,37241,0.536,2013NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2013,69476,Fortis Gas,2520,NG,CSMI,1353,2037149,565874629,2037149,100699,1.449,2013NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,Fortis Gas,2020,NG,Res,8361,779971,216658600,779971,38460,0.552,2012NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,Fortis Gas,2020,NG,CSMI,1355,2304831,640230772,2304831,113651,1.631,2012NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,Fortis Gas,1020,NG,Res,8166,734408,204002222,734408,36486,0.546,2010NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,Fortis Gas,1020,NG,CSMI,1339,2393290,664802659,2393290,118900,1.778,2010NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,Fortis Gas,20,NG,Res,8059,825179,229216389,825179,40995,0.662,2007NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,Fortis Gas,20,NG,CSMI,1290,3311276,919798832,3311276,164505,2.655,2007NGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Fortis RNG,11020,RNG,Res,127,1124,312278,1124,0,0.000,2022RNGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Fortis RNG,11020,RNG,CSMI,2,808,224333,808,0,0.000,2022RNGGJ,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,New Westminster Electrical Utility,10180,ELEC,Res,34804,221899593,221899593,798839,2551,0.030,2022ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,New Westminster Electrical Utility,10180,ELEC,CSMI,2583,237362371,237362371,854505,2729,0.032,2022ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,New Westminster Electrical Utility,10180,ELEC,Res,34557,215322686,215322686,775162,2089,0.025,2021ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,New Westminster Electrical Utility,10180,ELEC,CSMI,2566,231008068,231008068,831629,2241,0.027,2021ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,New Westminster Electrical Utility,9180,ELEC,Res,34401,218030370,218030370,784909,2006,0.024,2020ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,New Westminster Electrical Utility,9180,ELEC,CSMI,2562,214437470,214437470,771975,1973,0.024,2020ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,New Westminster Electrical Utility,8180,ELEC,Res,33596,216897048,216897048,780829,1627,0.020,2019ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,New Westminster Electrical Utility,8180,ELEC,CSMI,2723,210834332,210834332,759004,1581,0.020,2019ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,New Westminster Electrical Utility,7180,ELEC,Res,33164,217914556,217914556,784492,1678,0.021,2018ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,New Westminster Electrical Utility,7180,ELEC,CSMI,2353,224264057,224264057,807351,1727,0.022,2018ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,New Westminster Electrical Utility,6180,ELEC,Res,32625,221307691,221307691,796708,2235,0.029,2017ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,New Westminster Electrical Utility,6180,ELEC,CSMI,2130,215824297,215824297,776967,2180,0.029,2017ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,New Westminster Electrical Utility,5180,ELEC,Res,30963,186460670,186460670,671258,2405,0.032,2016ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,New Westminster Electrical Utility,5180,ELEC,CSMI,2560,246243692,246243692,886477,3177,0.042,2016ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,New Westminster Electrical Utility,4180,ELEC,Res,30627,182760243,182760243,657937,2760,0.038,2015ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,New Westminster Electrical Utility,4180,ELEC,CSMI,2622,242506033,242506033,873022,3662,0.050,2015ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,New Westminster Electrical Utility,3180,ELEC,Res,29195,189123668,189123668,680845,3991,0.056,2014ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,New Westminster Electrical Utility,3180,ELEC,CSMI,2578,245436626,245436626,883572,5179,0.072,2014ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,New Westminster Electrical Utility,2180,ELEC,Res,29195,193008689,193008689,694831,5674,0.081,2012ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,New Westminster Electrical Utility,2180,ELEC,CSMI,2578,261360180,261360180,940897,7684,0.110,2012ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,New Westminster Electrical Utility,1180,ELEC,Res,28758,190998489,190998489,687595,5634,0.084,2010ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,New Westminster Electrical Utility,1180,ELEC,CSMI,2459,251543453,251543453,905556,7421,0.111,2010ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,New Westminster Electrical Utility,180,ELEC,Res,27146,181521493,181521493,653477,5355,0.086,2007ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,New Westminster Electrical Utility,180,ELEC,CSMI,2982,256790892,256790892,924447,7575,0.122,2007ELECkWh,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2013,69476,Estimate-Wood,11190,WOOD,Res,1,33593,9331310,33593,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,Estimate-Wood,11190,WOOD,Res,1,36412,10114480,36412,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,Estimate-Wood,11190,WOOD,Res,1,35618,9893983,35618,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,Estimate-Wood,11190,WOOD,Res,1,43624,12117907,43624,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2013,69476,Estimate-Heating Oil,11190,OIL,Res,1,3144,873275,3144,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,Estimate-Heating Oil,11190,OIL,Res,1,3473,964854,3473,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,Estimate-Heating Oil,11190,OIL,Res,1,4941,1372406,4941,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,Estimate-Heating Oil,11190,OIL,Res,1,5741,1594840,5741,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2022,85341,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2021,82943,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2020,82118,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2019,80087,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2018,78120,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2017,76197,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2016,74761,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2015,72708,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2014,71695,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2013,69476,Estimate-Propane,11190,DPRO,Res,1,3519,977498,3519,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2012,69662,Estimate-Propane,11190,DPRO,Res,1,3577,993702,3577,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2010,66877,Estimate-Propane,11190,DPRO,Res,1,4135,1148489,4135,W,,,1,125
New Westminster,Metro Vancouver Regional District,15029,5915029,2007,61965,Estimate-Propane,11190,DPRO,Res,1,3265,906920,3265,W,,,1,125
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,BC Hydro,11080,ELEC,Res,28240,190220812,190220812,684795,2187,0.035,2022ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,BC Hydro,11080,ELEC,CSMI,2708,174205570,174205570,627140,2003,0.032,2022ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,BC Hydro,11080,ELEC,MIXED,5,1458667,1458667,5251,17,0.000,2022ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2021,60951,BC Hydro,10080,ELEC,Res,27810,188201984,188201984,677527,1826,0.030,2021ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2021,60951,BC Hydro,10080,ELEC,CSMI,2684,171512850,171512850,617446,1664,0.027,2021ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2021,60951,BC Hydro,10080,ELEC,MIXED,5,1403076,1403076,5051,14,0.000,2021ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2020,59618,BC Hydro,9080,ELEC,Res,26692,155943559,155943559,561397,1435,0.024,2020ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2020,59618,BC Hydro,9080,ELEC,CSMI,2890,198700746,198700746,715323,1828,0.031,2020ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2019,58597,BC Hydro,8080,ELEC,Res,26114,147638766,147638766,531500,1107,0.019,2019ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2019,58597,BC Hydro,8080,ELEC,CSMI,2774,206726024,206726024,744214,1550,0.026,2019ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2018,57624,BC Hydro,7080,ELEC,Res,25755,148242685,148242685,533674,1141,0.020,2018ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2018,57624,BC Hydro,7080,ELEC,CSMI,2700,202282497,202282497,728217,1558,0.027,2018ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2017,56292,BC Hydro,6080,ELEC,Res,25372,153484792,153484792,552545,1550,0.028,2017ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2017,56292,BC Hydro,6080,ELEC,CSMI,2679,201945118,201945118,727002,2040,0.036,2017ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2016,55512,BC Hydro,5080,ELEC,Res,24769,148470757,148470757,534495,1915,0.035,2016ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2016,55512,BC Hydro,5080,ELEC,CSMI,2664,202543773,202543773,729158,2613,0.047,2016ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2015,54737,BC Hydro,4080,ELEC,Res,24340,146555901,146555901,527601,2213,0.040,2015ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2015,54737,BC Hydro,4080,ELEC,CSMI,2632,201997484,201997484,727191,3050,0.056,2015ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2014,53084,BC Hydro,3080,ELEC,Res,24027,150849712,150849712,543059,3183,0.060,2014ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2014,53084,BC Hydro,3080,ELEC,CSMI,2622,205409664,205409664,739475,4334,0.082,2014ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2013,51438,BC Hydro,2580,ELEC,Res,23440,153154062,153154062,551355,3890,0.076,2013ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2013,51438,BC Hydro,2580,ELEC,CSMI,2585,208367505,208367505,750123,5293,0.103,2013ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2012,50437,BC Hydro,2080,ELEC,Res,23132,156061069,156061069,561820,4588,0.091,2012ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2012,50437,BC Hydro,2080,ELEC,CSMI,2557,223876532,223876532,805956,6582,0.130,2012ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2010,48859,BC Hydro,1080,ELEC,Res,22636,154169871,154169871,555012,4548,0.093,2010ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2010,48859,BC Hydro,1080,ELEC,CSMI,2513,226176253,226176253,814235,6672,0.137,2010ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2007,46789,BC Hydro,80,ELEC,Res,21239,155097521,155097521,558351,4575,0.098,2007ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2007,46789,BC Hydro,80,ELEC,CSMI,2398,224865754,224865754,809517,6634,0.142,2007ELECkWh,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,Fortis Gas,11020,NG,Res,8163.138651,695343,193150892,695343,34921,0.555,2022NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2021,60951,Fortis Gas,10020,NG,Res,8205.848897,690481,191800255,690481,34695,0.569,2021NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2020,59618,Fortis Gas,9020,NG,Res,9087.080276,1124199,312277420,1124199,56604,0.949,2020NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2019,58597,Fortis Gas,8020,NG,Res,7873.626013,649412,180392262,649412,32698,0.558,2019NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2018,57624,Fortis Gas,7020,NG,Res,7799.55644,630396,175109919,630396,31741,0.551,2018NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2017,56292,Fortis Gas,6020,NG,Res,7607.599215,673044,186956688,673044,33901,0.602,2017NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2016,55512,Fortis Gas,5020,NG,Res,7442.780739,579566,160990420,579566,28996,0.522,2016NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2015,54737,Fortis Gas,4020,NG,Res,7431.463407,538547,149596451,538547,26765,0.489,2015NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2014,53084,Fortis Gas,3020,NG,Res,7222.945818,578065,160573543,578065,28510,0.537,2014NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2013,51438,Fortis Gas,2520,NG,Res,7112.065679,606836,168565531,606836,29997,0.583,2013NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2012,50437,Fortis Gas,2020,NG,Res,6996.554058,615619,171005349,615619,30356,0.602,2012NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2010,48859,Fortis Gas,1020,NG,Res,6882,584590,162386111,584590,29043,0.594,2010NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2007,46789,Fortis Gas,20,NG,Res,6961,671989,186663611,671989,33385,0.714,2007NGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,Fortis RNG,11020,RNG,Res,0,0,0,0,0,0.000,2022RNGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,Fortis RNG,11020,RNG,CSMI,0,0,0,0,0,0.000,2022RNGGJ,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2022,62867,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2021,60951,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2020,59618,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2019,58597,Estimate-Wood,11190,WOOD,Res,1,26100,7250066,26100,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2018,57624,Estimate-Wood,11190,WOOD,Res,1,25693,7137082,25693,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2017,56292,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2016,55512,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2015,54737,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2014,53084,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2013,51438,Estimate-Wood,11190,WOOD,Res,1,28658,7960563,28658,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2012,50437,Estimate-Wood,11190,WOOD,Res,1,30645,8512551,30645,W,,,1,126
"North Vancouver, City of",Metro Vancouver Regional District,15051,5915051,2010,48859,Estimate-Wood,11190,WOOD,Res,1,30021,8339101,30021,W,,,1,126
